,Hotels,Prices,Descriptions,Full_Descriptions
720,La Balancelle,€ 968,Managed by a private host,"Set in Marseille, 800 metres from Plage de la Pointe Rouge and less than 1 km from Plage de la Vieille Chapelle, La Balancelle offers a garden and air conditioning. This property offers access to a terrace and free private parking. Outdoor dining is also possible at the apartment.

The spacious apartment is fitted with 2 bedrooms, a flat-screen TV with cable channels and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a toaster. Towels and bed linen are featured in the apartment. For added privacy, the accommodation has a private entrance and soundproofing.

Bonneveine is 1.5 km from La Balancelle, while Borely is 1.8 km away. The nearest airport is Marseille Provence Airport, 30 km from the accommodation."
721,Le Panier II - Appartement au coeur du Panier,€ 656,Managed by a private host,"Offering city views, Le Panier II - Appartement au coeur du Panier is an accommodation located in Marseille, 3.5 km from Joliette Metro Station and 4.1 km from Museum of European and Mediterranean Civilisations. The property is situated 4.5 km from Marseille Saint-Charles Train Station, 4.6 km from Vieux Port Metro station and 5.3 km from Saint-Ferreol Street. The property is non-smoking and is set 3.3 km from Les Terrasses du Port Shopping Centre.

The apartment is fitted with 1 bedroom, a fully equipped kitchen with an oven and a toaster, a washing machine, and 1 bathroom with a hair dryer and free toiletries. Towels and bed linen are offered in the apartment.

Palais du Pharo is 5.8 km from Le Panier II - Appartement au coeur du Panier, while Castellane Metro Station is 6.2 km from the property. The nearest airport is Marseille Provence Airport, 20 km from the accommodation."
722,STUDIO ** ROOFTOP ** LULLI,"€ 1,004",Managed by a private host,"Situated in the centre of Marseille, 2.1 km from Plage des Catalans and 2.8 km from Fausse Monnaie, STUDIO ** ROOFTOP ** LULLI offers free WiFi and air conditioning. This property is set a short distance from attractions such as Museum of European and Mediterranean Civilisations, Joliette Metro Station, and Marseille Saint-Charles Train Station. The property is non-smoking and is located 300 metres from Saint-Ferreol Street.

Featuring a terrace, this apartment also includes a cable flat-screen TV, a well-equipped kitchen with a dishwasher, an oven and a microwave, as well as 1 bathroom. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Vieux Port Metro station, Castellane Metro Station and Notre-Dame de la Garde Basilica. The nearest airport is Marseille Provence Airport, 23 km from STUDIO ** ROOFTOP ** LULLI."
723,Charmante Escale au Cœur du Panier près Vieux Port,€ 587,Managed by a private host,"In the Le Panier district of Marseille, close to Joliette Metro Station, Charmante Escale au Cœur du Panier près Vieux Port has free WiFi and a washing machine. The property is around 1.6 km from Saint-Ferreol Street, 1.5 km from Marseille Saint-Charles Train Station and 3.4 km from Palais du Pharo. The property is less than 1 km from the city centre and 2.4 km from Plage des Catalans.

The apartment includes 1 bedroom, 1 bathroom with a hair dryer, a living room and a fully equipped kitchen with a microwave. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

Popular points of interest near Charmante Escale au Cœur du Panier près Vieux Port include Vieux Port Metro station, Les Terrasses du Port Shopping Centre and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 21 km from the accommodation."
724,Nice 50 m near the Old Port,€ 691,"2 beds (1 double, 1 sofa bed)","Nice 50 m near the Old Port in Marseille features accommodation with free WiFi, 2.1 km from Plage des Catalans, 1 km from Joliette Metro Station and 700 metres from Vieux Port Metro station. The property is situated 1.4 km from Marseille Saint-Charles Train Station, 3.6 km from Palais du Pharo and 3.8 km from Castellane Metro Station. Notre-Dame de la Garde Basilica is 3.8 km from the apartment and La Timone Metro Station is 4.8 km away.

Popular points of interest near the apartment include Les Terrasses du Port Shopping Centre, Museum of European and Mediterranean Civilisations and Saint-Ferreol Street. The nearest airport is Marseille Provence Airport, 21 km from Nice 50 m near the Old Port."
725,La terrasse en ville,€ 821,Managed by a private host,"Situated in Marseille in the Provence-Alpes-Côte d'Azur region, with Castellane Metro Station and La Timone Metro Station nearby, La terrasse en ville features accommodation with free WiFi and free private parking. The property is around 1.8 km from Vieux Port Metro station, 2.4 km from Rond-Point du Prado Metro Station and 2.4 km from Marseille Chanot Exhibition and Convention Centre. The property is non-smoking and is set 1.2 km from Saint-Ferreol Street.

The apartment has a terrace, 1 bedroom, a living room and a well-equipped kitchen with a dishwasher and an oven. Towels and bed linen are available in the apartment.

Orange Velodrome Stadium is 2.5 km from the apartment, while Notre-Dame de la Garde Basilica is 3 km from the property. The nearest airport is Marseille Provence Airport, 24 km from La terrasse en ville."
726,Beau T2 parking Vélodrome,"€ 1,015",Managed by a private host,"Beau T2 parking Vélodrome is located in the Prado-Perier district of Marseille, 2.5 km from Plage du Prado Nord, 500 metres from Orange Velodrome Stadium and 600 metres from Rond-Point du Prado Metro Station. It is set 2.4 km from Plage du Prado Sud and features a lift. The property is non-smoking and is situated 1.9 km from Plage de l'Huveaune.

The apartment is composed of 1 separate bedroom, a living room, a fully equipped kitchen with a dishwasher and oven, and 1 bathroom.

Marseille Chanot Exhibition and Convention Centre is less than 1 km from the apartment, while Castellane Metro Station is 2.5 km from the property. The nearest airport is Marseille Provence Airport, 26 km from Beau T2 parking Vélodrome."
727,Le Duplex-Au cœur du Cours Julien Proche Canebiére,€ 843,Managed by a private host,"Le Duplex-Au cœur du Cours Julien Proche Canebiére is situated in Marseille, 700 metres from Saint-Ferreol Street, 1.2 km from Castellane Metro Station, as well as 1.1 km from Vieux Port Metro station. The property is around 1.7 km from La Timone Metro Station, 1.4 km from Marseille Saint-Charles Train Station and 3.2 km from Notre-Dame de la Garde Basilica. Free WiFi is available throughout the property and Plage des Catalans is 2.9 km away.

The apartment consists of 1 bedroom, a living room, a fully equipped kitchen with a microwave and a coffee machine, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

Museum of European and Mediterranean Civilisations is 3.3 km from the apartment, while Palais du Pharo is 3.4 km from the property. The nearest airport is Marseille Provence Airport, 24 km from Le Duplex-Au cœur du Cours Julien Proche Canebiére."
728,PETIT BONHEUR Au COEUR DU VIEUX PORT,"€ 1,245",Managed by a private host,"PETIT BONHEUR Au COEUR DU VIEUX PORT is a recently renovated apartment in the centre of Marseille, 1.9 km from Plage des Catalans and 1 km from Museum of European and Mediterranean Civilisations. The air-conditioned accommodation is 600 metres from Vieux Port Metro station. The property is non-smoking and is set 1.1 km from Joliette Metro Station.

The apartment with a balcony and city views features 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 1 bathroom with a walk-in shower. Towels and bed linen are featured in the apartment. For added privacy, the accommodation has a private entrance and soundproofing.

Guests at the apartment will be able to enjoy activities in and around Marseille, like fishing, hiking and walking tours. Guests at PETIT BONHEUR Au COEUR DU VIEUX PORT can enjoy snorkelling and cycling nearby, or make the most of the sun terrace.

Popular points of interest near the accommodation include Les Terrasses du Port Shopping Centre, Saint-Ferreol Street and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 22 km from PETIT BONHEUR Au COEUR DU VIEUX PORT."
729,Aparthotel Adagio Marseille Timone,€ 456,Beds: 1 double or 2 singles,"Aparthotel Adagio Marseille Timone offers self-catering accommodation with hotel services in the heart of Marseille, 500 metres from Timone Metro Station, which leads directly to the Old Port and Saint-Charles Train Station. Parc Chanot congress center and the Velodrome Stadium are 3.5 km away. Guests can enjoy a sauna and a fitness room on site.

An LCD TV and air conditioning feature in all of the contemporary studios and suites. All accommodation at Aparthotel Adagio Marseille Timone has lift access and internet access, and the suites have a seating area, a safe and flat-screen TV. The kitchens are equipped with a stovetop, microwave, dishwasher and kitchenware.

A buffet breakfast is served every morning in the dining room or, in summer, on the terrace.

Additional facilities at Aparthotel Adagio Marseille Timone include a launderette and a 24-hour reception. Private parking is possible on site at an extra cost and Marseille Provence Airport is 29 km away."
730,CMG - Marseille / Opéra,"€ 1,929","3 beds (2 doubles, 1 sofa bed)","In a central area of Marseille, located within a short distance of Vieux Port Metro station and Saint-Ferreol Street, CMG - Marseille / Opéra offers free WiFi, air conditioning and household amenities such as a microwave and coffee machine. The property is situated 2.9 km from Fausse Monnaie, 2.1 km from Les Terrasses du Port Shopping Centre and 2.6 km from Palais du Pharo. The property is non-smoking and is set 2.1 km from Plage des Catalans.

The spacious apartment features 2 bedrooms, a flat-screen TV with satellite channels, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 2 bathrooms with a bath. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Castellane Metro Station, Museum of European and Mediterranean Civilisations and Joliette Metro Station. The nearest airport is Marseille Provence Airport, 22 km from CMG - Marseille / Opéra."
731,Chez josiane 13,€ 593,Managed by a private host,"Situated in Marseille, just 9.2 km from Les Terrasses du Port Shopping Centre, Chez josiane 13 features beachfront accommodation with free WiFi. It is set 10 km from Museum of European and Mediterranean Civilisations and provides a lift. The property is non-smoking and is located 9.4 km from Joliette Metro Station.

The 1-bedroom apartment has a living room with a flat-screen TV with satellite channels, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with a hair dryer. For added convenience, the property can provide towels and linens for a supplement. For added privacy, the accommodation features a private entrance.

There is a coffee shop on-site.

Vieux Port Metro station is 11 km from the apartment, while Marseille Saint-Charles Train Station is 11 km from the property. The nearest airport is Marseille Provence Airport, 14 km from Chez josiane 13."
732,Appart T3 + Parking proche Stade,€ 666,Managed by a private host,"Set 1.9 km from Orange Velodrome Stadium and 2.4 km from Rond-Point du Prado Metro Station in Marseille, Appart T3 + Parking proche Stade offers accommodation with a kitchen. The air-conditioned accommodation is 1.7 km from Marseille Chanot Exhibition and Convention Centre, and guests can benefit from private parking available on site and free WiFi. The property is non-smoking and is located 3.9 km from La Timone Metro Station.

The spacious apartment is fitted with a flat-screen TV, 2 bedrooms and a living room.

Guests at the apartment will be able to enjoy activities in and around Marseille, like hiking.

Castellane Metro Station is 4.2 km from Appart T3 + Parking proche Stade, while Notre-Dame de la Garde Basilica is 5.8 km from the property. The nearest airport is Marseille Provence Airport, 28 km from the accommodation."
733,Cours Estienne D'Orves,€ 557,Managed by a private host,"Cours Estienne D'Orves is set in the Vieux Port - La Canebière district of Marseille, 2.7 km from Fausse Monnaie, 500 metres from Saint-Ferreol Street and 400 metres from Vieux Port Metro station. This property is situated a short distance from attractions such as Museum of European and Mediterranean Civilisations, Joliette Metro Station, and Marseille Saint-Charles Train Station. The property is 200 metres from the city centre and 1.9 km from Plage des Catalans.

With free WiFi, this 1-bedroom apartment offers a flat-screen TV, a washing machine and a fully equipped kitchen with an oven and fridge. The accommodation is non-smoking.

Dining options are available close to the apartment.

Popular points of interest near Cours Estienne D'Orves include Castellane Metro Station, Palais du Pharo and Notre-Dame de la Garde Basilica. The nearest airport is Marseille Provence Airport, 23 km from the accommodation."
734,Beautiful and cosy apartment in Marseille,€ 556,Managed by a private host,"Beautiful and cosy apartment in Marseille is located in the Baille-La Timone district of Marseille, 1.3 km from Castellane Metro Station, 1.4 km from Saint-Ferreol Street and 1.9 km from Vieux Port Metro station. The property is around 3.3 km from Rond-Point du Prado Metro Station, 3.5 km from Orange Velodrome Stadium and 3.5 km from Marseille Chanot Exhibition and Convention Centre. The property is non-smoking and is set 700 metres from La Timone Metro Station.

With free WiFi, this 1-bedroom apartment offers a cable flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are featured in the apartment.

Marseille Saint-Charles Train Station is 3.8 km from the apartment, while Notre-Dame de la Garde Basilica is 3.8 km away. The nearest airport is Marseille Provence Airport, 25 km from Beautiful and cosy apartment in Marseille."
735,Kaban On,€ 682,Managed by a private host,"Kaban On is a beachfront property located in Marseille, 8.4 km from Orange Velodrome Stadium and 8.6 km from Rond-Point du Prado Metro Station. The holiday home, set in a building dating from 1960, is 10 km from Castellane Metro Station and 11 km from Notre-Dame de la Garde Basilica. The property is non-smoking and is set 8.6 km from Marseille Chanot Exhibition and Convention Centre.

The holiday home features a terrace, 1 bedroom, a living room and a well-equipped kitchen with an oven and a fridge.

La Timone Metro Station is 11 km from the holiday home, while Palais du Pharo is 12 km away. The nearest airport is Marseille Provence Airport, 34 km from Kaban On."
736,Apartment L'Atelier by Interhome,€ 767,"3 beds (2 singles, 1 sofa bed)","Apartment L'Atelier by Interhome is set in the Vieux Port - La Canebière district of Marseille, 600 metres from Museum of European and Mediterranean Civilisations, less than 1 km from Vieux Port Metro station and a 13-minute walk from Joliette Metro Station. This 2-star apartment offers a lift and free WiFi. The property is 2.2 km from Plage des Catalans, and within 800 metres of the city centre.

The apartment has 1 separate bedroom, 1 bathroom, a fully equipped kitchen with a dining area and dishwasher, and a living room with a TV.

Guests at the apartment will be able to enjoy activities in and around Marseille, like cycling.

Popular points of interest near Apartment L'Atelier by Interhome include Les Terrasses du Port Shopping Centre, Saint-Ferreol Street and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 22 km from the accommodation."
737,"Appartement Marseille-6e Arrondissement, 2 pièces, 4 personnes - FR-1-774-4","€ 1,042",,"Appartement Marseille-6e Arrondissement, 2 pièces, 4 personnes - FR-1-774-4 is located in Marseille, 1.5 km from Saint-Ferreol Street, 2.2 km from Vieux Port Metro station, and 2.4 km from Rond-Point du Prado Metro Station. The air-conditioned accommodation is 700 metres from Castellane Metro Station, and guests can benefit from private parking available on site and free WiFi. The property is non-smoking and is situated 1.1 km from La Timone Metro Station.

The apartment has 1 bedroom, a TV, a fully equipped kitchen with a dishwasher and a microwave, a washing machine, and 1 bathroom with a shower. For added privacy, the accommodation features a private entrance.

Orange Velodrome Stadium is 2.5 km from the apartment, while Marseille Chanot Exhibition and Convention Centre is 2.8 km from the property. The nearest airport is Marseille Provence Airport, 24 km from Appartement Marseille-6e Arrondissement, 2 pièces, 4 personnes - FR-1-774-4."
738,maison entièrement climatisée vue d'exception mer et rade de Marseille avec piscine 8 personnes,"€ 2,799",Managed by a private host,"Boasting air-conditioned accommodation with a private pool, sea view and a balcony, maison entièrement climatisée vue d'exception mer et rade de Marseille avec piscine 8 personnes is set in Marseille. This beachfront property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is situated 11 km from Les Terrasses du Port Shopping Centre.

This villa is fitted with 4 bedrooms, a kitchen with a dishwasher and an oven, a flat-screen TV, a seating area and 2 bathrooms fitted with a walk-in shower. Guests can take in the ambience of the surroundings from an outdoor dining area or keep themselves warm by the fireplace on colder days. For added privacy, the accommodation features a private entrance.

Guests can take advantage of the warm weather with the property's barbecue facilities.

Guests at the villa will be able to enjoy activities in and around Marseille, like snorkelling, fishing and hiking. Guests at maison entièrement climatisée vue d'exception mer et rade de Marseille avec piscine 8 personnes can enjoy walking tours nearby, or make the most of the garden.

Joliette Metro Station is 11 km from the accommodation, while Museum of European and Mediterranean Civilisations is 12 km from the property. The nearest airport is Marseille Provence Airport, 17 km from maison entièrement climatisée vue d'exception mer et rade de Marseille avec piscine 8 personnes."
739,"Villa Castor, Marseille, 8 personnes, Vue mer","€ 2,255",Managed by a private host,"Situated in Marseille, 7.3 km from Les Terrasses du Port Shopping Centre and 7.5 km from Joliette Metro Station, Villa Castor, Marseille, 8 personnes, Vue mer offers a garden and air conditioning. This beachfront property offers access to a terrace, ping-pong, and free WiFi. The property is non-smoking and is set 8.1 km from Museum of European and Mediterranean Civilisations.

The spacious holiday home has 4 bedrooms, a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 3 bathrooms with a bath. Guests can enjoy a meal on an outdoor dining area while overlooking the sea views. For added privacy, the accommodation features a private entrance.

Guests at the holiday home will be able to enjoy activities in and around Marseille, like snorkelling, hiking and walking tours.

Vieux Port Metro station is 8.6 km from Villa Castor, Marseille, 8 personnes, Vue mer, while Marseille Saint-Charles Train Station is 8.6 km from the property. The nearest airport is Marseille Provence Airport, 15 km from the accommodation."
740,Maison grande terrasse aux portes des Calanques,"€ 1,669",Managed by a private host,"Set in Marseille, 600 metres from Plage de la Bonne Brise and 800 metres from Plage de l'Anse des Sablettes, Maison grande terrasse aux portes des Calanques offers air conditioning. This beachfront property offers access to a terrace and free WiFi. The property is non-smoking and is located 2 km from Plage de la Pointe Rouge.

The holiday home is fitted with 2 bedrooms, a flat-screen TV with cable channels and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are featured in the holiday home.

Orange Velodrome Stadium is 5.9 km from the holiday home, while Rond-Point du Prado Metro Station is 6.1 km away. The nearest airport is Marseille Provence Airport, 31 km from Maison grande terrasse aux portes des Calanques."
741,"Calme, soleil, plage - Catalans",€ 840,Managed by a private host,"Situated in Marseille, 700 metres from Plage des Catalans and 1.2 km from Fausse Monnaie, Calme, soleil, plage - Catalans features air-conditioned accommodation with a terrace and free WiFi. This recently renovated apartment is located 1.4 km from Plage de Maldorme and less than 1 km from Palais du Pharo. The property is non-smoking and is located 1.8 km from Saint-Ferreol Street.

The apartment features 1 bedroom, a fully equipped kitchen with a dishwasher and an oven, a washing machine and 1 bathroom with a hair dryer. Towels and bed linen are available in the apartment.

Vieux Port Metro station is 1.9 km from Calme, soleil, plage - Catalans, while Notre-Dame de la Garde Basilica is 1.5 km from the property. The nearest airport is Marseille Provence Airport, 23 km from the accommodation."
742,Le P’tit Cabanon proche des calanques,€ 466,Managed by a private host,"Le P’tit Cabanon proche des calanques is situated in Marseille, 3 km from Bonneveine, 2.9 km from Orange Velodrome Stadium, as well as 3.1 km from Rond-Point du Prado Metro Station. The property is around 3.5 km from Marseille Chanot Exhibition and Convention Centre, 5 km from Castellane Metro Station and 5.8 km from La Timone Metro Station. Free WiFi is available throughout the property and Plage de la Vieille Chapelle is 2.9 km away.

The apartment features 1 bedroom, a fully equipped kitchen with a fridge, a washing machine, and 1 bathroom. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Notre-Dame de la Garde Basilica is 6.6 km from Le P’tit Cabanon proche des calanques, while Saint-Ferreol Street is 6.8 km from the property. The nearest airport is Marseille Provence Airport, 29 km from the accommodation."
743,Magnifique villa avec piscine,"€ 1,869",Managed by a private host,"Boasting a garden, private pool and garden views, Magnifique villa avec piscine is situated in Marseille. This property offers access to a terrace and free private parking. The property is non-smoking and is set 6.8 km from La Timone Metro Station.

With free WiFi, this 3-bedroom villa features a flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are available in the villa.

Vieux Port Metro station is 7.8 km from the villa, while Marseille Saint-Charles Train Station is 7.9 km from the property. The nearest airport is Marseille Provence Airport, 28 km from Magnifique villa avec piscine."
744,T2 Notre Dame de la garde,€ 715,Managed by a private host,"T2 Notre Dame de la garde features a balcony and is located in Marseille, within just less than 1 km of Notre-Dame de la Garde Basilica and a 15-minute walk of Saint-Ferreol Street. The property is around 2.5 km from Prophete, 2.6 km from Fausse Monnaie and 1.5 km from Vieux Port Metro station. The property is non-smoking and is set 2.5 km from Plage des Catalans.

With free WiFi, this 1-bedroom apartment offers a flat-screen TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. Towels and bed linen are featured in the apartment.

Castellane Metro Station is 1.1 km from the apartment, while Palais du Pharo is 2.5 km away. The nearest airport is Marseille Provence Airport, 23 km from T2 Notre Dame de la garde."
745,Un Balcon Sur La Mediterranée,"€ 1,537",Managed by a private host,"Un Balcon Sur La Mediterranée is a beachfront property set in Marseille, 100 metres from Plage de Maldorme and 200 metres from Fausse Monnaie. The property is around 200 metres from Batterie des Lions, 2 km from Palais du Pharo and 3.2 km from Saint-Ferreol Street. Offering free WiFi throughout the property, the non-smoking apartment has a public bath.

The spacious apartment with a balcony and sea views features 2 bedrooms, a living room, a flat-screen TV, an equipped kitchen with a dishwasher and an oven, and 1 bathroom with a bidet. The air-conditioned unit at the property features a bath and a dressing room. The property has an outdoor dining area.

Guests can also relax on the sun terrace.

Vieux Port Metro station is 3.3 km from the apartment, while Notre-Dame de la Garde Basilica is 3.3 km away. The nearest airport is Marseille Provence Airport, 25 km from Un Balcon Sur La Mediterranée."
746,les tilleuls 2 marseille,"€ 1,027",Managed by a private host,"Set in Marseille, 5.1 km from La Timone Metro Station and 6.4 km from Castellane Metro Station, les tilleuls 2 marseille offers air conditioning. This property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is located 6.6 km from Marseille Chanot Exhibition and Convention Centre.

The holiday home is located on the ground floor and is fitted with 2 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a toaster. Towels and bed linen are featured in the holiday home. The property has an outdoor dining area.

Rond-Point du Prado Metro Station is 7.1 km from the holiday home, while Orange Velodrome Stadium is 7.2 km away. The nearest airport is Marseille Provence Airport, 29 km from les tilleuls 2 marseille."
747,Le cabanon de Manon,€ 776,1 double bed,"Located in Marseille, just 700 metres from Plage de la Bonne Brise, Le cabanon de Manon provides beachfront accommodation with free WiFi. The property is situated 2 km from Plage de la Pointe Rouge, 6.1 km from Orange Velodrome Stadium and 6.3 km from Rond-Point du Prado Metro Station. The property is non-smoking and is set less than 1 km from Plage de l'Anse des Sablettes.

The apartment comes with 1 bedroom, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a hair dryer and free toiletries. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Guests at Le cabanon de Manon will be able to enjoy activities in and around Marseille, like cycling and hiking.

Marseille Chanot Exhibition and Convention Centre is 6.3 km from the accommodation, while Castellane Metro Station is 7.8 km away. The nearest airport is Marseille Provence Airport, 32 km from Le cabanon de Manon."
748,LE PETIT NID DES CHUTES LAVIES,€ 568,Managed by a private host,"Situated in Marseille, 3.3 km from Marseille Saint-Charles Train Station and 3.3 km from La Timone Metro Station, LE PETIT NID DES CHUTES LAVIES offers a seasonal outdoor swimming pool and air conditioning. This property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is set 3.9 km from Joliette Metro Station.

The kitchenette features a fridge, a stovetop and kitchenware and there is a private bathroom with a hair dryer and free toiletries.

Les Terrasses du Port Shopping Centre is 4.1 km from the guest house, while Vieux Port Metro station is 4.3 km from the property. The nearest airport is Marseille Provence Airport, 23 km from LE PETIT NID DES CHUTES LAVIES."
749,Renovated cosy 1BR apart Marseille Préfecture,"€ 1,126","2 beds (1 double, 1 sofa bed)","Set in Marseille, 2.8 km from Plage des Catalans and 2.9 km from Prophete, Renovated cosy 1BR apart Marseille Préfecture offers air-conditioned accommodation with a balcony and free WiFi. The property is located 2.5 km from La Timone Metro Station, 2.6 km from Rond-Point du Prado Metro Station and 2.6 km from Palais du Pharo. The property is non-smoking and is situated 500 metres from Castellane Metro Station.

The apartment with a terrace and city views features 1 bedroom, a living room, a TV, an equipped kitchen with an oven and a microwave, and 1 bathroom with a shower. Towels and bed linen are featured in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Saint-Ferreol Street, Vieux Port Metro station and Notre-Dame de la Garde Basilica. The nearest airport is Marseille Provence Airport, 23 km from Renovated cosy 1BR apart Marseille Préfecture."
750,T4 Prado vélodrome plage 3 chambres,€ 851,Managed by a private host,"T4 Prado vélodrome plage 3 chambres has a balcony and is located in Marseille, within just 700 metres of Marseille Chanot Exhibition and Convention Centre and less than 1 km of Rond-Point du Prado Metro Station. Private parking is available on site at this recently renovated property. The property is non-smoking and is set 2.9 km from Plage du Prado Sud.

The spacious apartment features 3 bedrooms, a living room with a flat-screen TV, an equipped kitchen, and 1 bathroom with a shower.

Plage de l'Huveaune is 3 km from the apartment, while Plage du Prado Nord is 3 km away. The nearest airport is Marseille Provence Airport, 25 km from T4 Prado vélodrome plage 3 chambres."
751,Face à la plage STUDIO avec grande terrasse au calme,€ 639,Managed by a private host,"Situated in Marseille, less than 1 km from Plage de la Vieille Chapelle and a 14-minute walk from Plage de l'Anse des Sablettes, Face à la plage STUDIO avec grande terrasse au calme offers a terrace and air conditioning. The property features inner courtyard views and is 4.6 km from Orange Velodrome Stadium and 4.8 km from Rond-Point du Prado Metro Station. Free WiFi is available throughout the property and Plage de la Pointe Rouge is 300 metres away.

The apartment has 1 bedroom, a flat-screen TV, a fully equipped kitchen with an oven and a microwave, a washing machine, and 1 bathroom with a bath. Towels and bed linen are available in the apartment. The property has an outdoor dining area.

Marseille Chanot Exhibition and Convention Centre is 4.8 km from the apartment, while Castellane Metro Station is 6.3 km from the property. The nearest airport is Marseille Provence Airport, 30 km from Face à la plage STUDIO avec grande terrasse au calme."
752,"FLC STATION St Charles 100 m, 10 GUESTS 2 ROOMS",€ 716,"6 beds (1 single, 3 doubles, 2 sofa beds)","A recently renovated property, FLC STATION St Charles 100 m, 10 GUESTS 2 ROOMS is located in Marseille near Joliette Metro Station, Les Terrasses du Port Shopping Centre and Vieux Port Metro station. The property is set 2.4 km from Museum of European and Mediterranean Civilisations, 1.8 km from Saint-Ferreol Street and 2.7 km from Castellane Metro Station. Free WiFi is available throughout the property and Marseille Saint-Charles Train Station is 500 metres away.

The spacious apartment is located on the ground floor and is equipped with 2 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a toaster and a fridge. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

La Timone Metro Station is 3.7 km from the apartment, while Notre-Dame de la Garde Basilica is 4.4 km away. The nearest airport is Marseille Provence Airport, 21 km from FLC STATION St Charles 100 m, 10 GUESTS 2 ROOMS."
753,LE TOIT de la rue Sainte,"€ 3,241",Managed by a private host,"Located in the centre of Marseille, 1.7 km from Plage des Catalans and 2.4 km from Fausse Monnaie, LE TOIT de la rue Sainte offers free WiFi and air conditioning. Guests staying at this apartment have access to a balcony. The property is non-smoking and is set 3 km from Prophete.

The spacious apartment is equipped with 3 bedrooms, a flat-screen TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are provided in the apartment.

Popular points of interest near the apartment include Vieux Port Metro station, Saint-Ferreol Street and Palais du Pharo. The nearest airport is Marseille Provence Airport, 22 km from LE TOIT de la rue Sainte."
754,HORIZON MER - Splendide vue Mer et îles,"€ 1,829","4 beds (1 double, 2 bunk beds, 1 large double)","Located in Marseille, 400 metres from Fausse Monnaie and 400 metres from Batterie des Lions, HORIZON MER - Splendide vue Mer et îles offers air conditioning. This 5-star apartment offers a lift. Free WiFi is available throughout the property and Plage de Maldorme is 400 metres away.

The spacious apartment with a balcony and sea views features 3 bedrooms, a living room, a TV, an equipped kitchen with a dishwasher and an oven, and 3 bathrooms with a shower. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Palais du Pharo is 1.8 km from the apartment, while Saint-Ferreol Street is 3 km away. The nearest airport is Marseille Provence Airport, 25 km from HORIZON MER - Splendide vue Mer et îles."
755,Tout le charme de l'ancien marseillais,€ 818,Managed by a private host,"Tout le charme de l'ancien marseillais has a balcony and is set in Marseille, within just 2 km of La Timone Metro Station and 1.4 km of Marseille Saint-Charles Train Station. The property is around 1.8 km from Saint-Ferreol Street, 2.7 km from Castellane Metro Station and 2.9 km from Joliette Metro Station. Free WiFi is available throughout the property and Vieux Port Metro station is 1.7 km away.

The spacious apartment is fitted with 2 bedrooms and a fully fitted kitchen with a dishwasher and an oven. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

Les Terrasses du Port Shopping Centre is 3.1 km from the apartment, while Museum of European and Mediterranean Civilisations is 3.6 km from the property. The nearest airport is Marseille Provence Airport, 23 km from Tout le charme de l'ancien marseillais."
